name_common,name_sp,class,name_parameter,value,unit
banana,Musa acuminate COLLA,S1,soil_p2o5,>20,mg/100 g
banana,Musa acuminate COLLA,S2,soil_p2o5,15-20,mg/100 g
banana,Musa acuminate COLLA,S3,soil_p2o5,15<,mg/100 g
banana,Musa acuminate COLLA,S1,soil_peat_depth,50<,cm
banana,Musa acuminate COLLA,S2,soil_peat_depth,50-100,cm
banana,Musa acuminate COLLA,S3,soil_peat_depth,100-200,cm
banana,Musa acuminate COLLA,N,soil_peat_depth,>200,cm
banana,Musa acuminate COLLA,S1,soil_peat_maturity,saprik,unitless
banana,Musa acuminate COLLA,S2,soil_peat_maturity,saprik;hemik,unitless
banana,Musa acuminate COLLA,S3,soil_peat_maturity,hemik,unitless
banana,Musa acuminate COLLA,N,soil_peat_maturity,fibrik,unitless
banana,Musa acuminate COLLA,S1,soil_ph,5.6-7.5,unitless
banana,Musa acuminate COLLA,S2,soil_ph,5.2-5.6,unitless
banana,Musa acuminate COLLA,S2,soil_ph,7.5-8.0,unitless
banana,Musa acuminate COLLA,S3,soil_ph,5.2<,unitless
banana,Musa acuminate COLLA,S3,soil_ph,>8.2,unitless
banana,Musa acuminate COLLA,S1,soil_salinity,2<,dS/m
banana,Musa acuminate COLLA,S2,soil_salinity,2-4,dS/m
banana,Musa acuminate COLLA,S3,soil_salinity,4-6,dS/m
banana,Musa acuminate COLLA,N,soil_salinity,>6,dS/m
banana,Musa acuminate COLLA,S1,soil_slope,8<,%
banana,Musa acuminate COLLA,S2,soil_slope,8-15,%
banana,Musa acuminate COLLA,S3,soil_slope,15-40,%
banana,Musa acuminate COLLA,N,soil_slope,>40,%
banana,Musa acuminate COLLA,S1,soil_sulfidic_depth,>100,cm
banana,Musa acuminate COLLA,S2,soil_sulfidic_depth,75-100,cm
banana,Musa acuminate COLLA,S3,soil_sulfidic_depth,40-75,cm
banana,Musa acuminate COLLA,N,soil_sulfidic_depth,40<,cm
banana,Musa acuminate COLLA,S1,soil_surface_rocks,5<,%
banana,Musa acuminate COLLA,S2,soil_surface_rocks,5-15,%
banana,Musa acuminate COLLA,S3,soil_surface_rocks,15-40,%
banana,Musa acuminate COLLA,N,soil_surface_rocks,>40,%
banana,Musa acuminate COLLA,S1,soil_texture,h_ah_s,unitless
banana,Musa acuminate COLLA,S3,soil_texture,ak_sh,unitless
banana,Musa acuminate COLLA,N,soil_texture,k,unitless
